chr snpid bp cM male_cM female_cM
1 ALGA0001149 13576095 23.835 21.18 26.49
1 ASGA0001170 13583706 23.839 21.18 26.498
1 WU_10.2_1_15864491 13601168 23.872 21.223 26.521
1 ALGA0001154 13630037 23.9855 21.289 26.682
1 ALGA0001160 13637576 23.9875 21.289 26.686
1 DRGA0000138 13639698 23.9895 21.289 26.69
1 WU_10.2_1_15910253 13669912 24.0505 21.309 26.792
1 WU_10.2_1_15944040 13703776 24.15 21.356 26.944
1 ALGA0001163 13720353 24.156 21.356 26.956
1 WU_10.2_1_16236146 13789196 24.189 21.363 27.015
1 MARC0023380 13803972 24.2025 21.383 27.022
1 WU_10.2_1_16206367 13818872 24.2675 21.442 27.093
1 ASGA0001176 13845973 24.4925 21.645 27.34
1 MARC0057601 13891308 24.4945 21.645 27.344
1 WU_10.2_1_16113655 13912672 24.506 21.653 27.359
1 M1GA0000775 13988393 24.553 21.7 27.406
1 WU_10.2_1_16021339 14005738 24.594 21.743 27.445
1 WU_10.2_1_16313130 14053886 24.6195 21.774 27.465
1 DRGA0000148 14062022 24.6195 21.774 27.465
1 ASGA0001198 14077380 24.653 21.786 27.52
1 M1GA0000776 14090774 24.6645 21.794 27.535
1 DRGA0000153 14117266 24.7075 21.809 27.606
1 DRGA0000154 14135085 24.709 21.809 27.609
1 ASGA0001200 14156490 24.8425 21.856 27.829
1 WU_10.2_1_16549452 14224120 25.129 21.978 28.28
1 M1GA0000784 14239508 25.3655 22.075 28.656
1 WU_10.2_1_16701036 14275818 25.697 22.318 29.076
1 WU_10.2_1_16653772 14323699 25.701 22.318 29.084
1 ALGA0001212 14337906 25.701 22.318 29.084
1 ALGA0001216 14359060 25.8065 22.345 29.268
1 WU_10.2_1_16760692 14397887 25.9925 22.451 29.534
1 WU_10.2_1_16764363 14401558 25.9925 22.451 29.534
1 WU_10.2_1_16767916 14405111 25.9925 22.451 29.534
1 ASGA0090411 14417139 25.9925 22.451 29.534
1 10006974 14418845 25.9925 22.451 29.534
1 WU_10.2_1_16797723 14434919 25.9925 22.451 29.534
1 WU_10.2_1_16809509 14446507 25.9945 22.451 29.538
1 WU_10.2_1_16861893 14447968 26.0025 22.463 29.542
1 WU_10.2_1_16865808 14451883 26.0045 22.463 29.546
1 ALGA0120068 14456261 26.0045 22.463 29.546
1 WU_10.2_1_16906504 14492574 26.0335 22.49 29.577
1 WU_10.2_1_16966956 14553063 26.214 22.655 29.773
1 WU_10.2_1_16981336 14567442 26.325 22.744 29.906
1 MARC0027620 14590859 26.8965 23.393 30.4
1 WU_10.2_1_17020535 14606493 26.9515 23.425 30.478
1 WU_10.2_1_17127207 14712880 27.161 23.644 30.678
1 WU_10.2_1_17180004 14767132 27.3295 23.703 30.956
1 MARC0039402 14785944 27.378 23.726 31.03
1 WU_10.2_1_17222990 14799655 27.38 23.726 31.034
1 DIAS0004684 14810076 27.38 23.726 31.034
1 ALGA0001244 14869534 27.586 23.875 31.297
1 WU_10.2_1_17306684 14895887 27.6735 23.976 31.371
1 H3GA0000902 14918962 27.7145 23.992 31.437
1 ASGA0001279 14946721 27.844 24.09 31.598
1 H3GA0000905 14958478 27.846 24.094 31.598
1 ALGA0001269 14970213 27.922 24.145 31.699
1 ASGA0001286 14988130 27.922 24.145 31.699
1 WU_10.2_1_17435913 15024863 27.922 24.145 31.699
1 ALGA0001281 15040268 27.922 24.145 31.699
1 ASGA0001297 15064589 27.9275 24.148 31.707
1 ALGA0001286 15081855 28.135 24.242 32.028
1 WU_10.2_1_17500795 15091245 28.135 24.242 32.028
1 ASGA0001308 15109785 28.188 24.262 32.114
1 H3GA0000916 15143196 28.3035 24.301 32.306
1 ASGA0001318 15175382 28.346 24.328 32.364
1 ASGA0001319 15189308 28.4495 24.406 32.493
1 H3GA0000926 15213029 28.4495 24.406 32.493
1 ALGA0001311 15228370 28.4595 24.414 32.505
1 WU_10.2_1_17656821 15247167 28.8695 24.657 33.082
1 ALGA0001317 15533378 29.199 24.825 33.573
1 DRGA0000174 15545900 29.2575 24.841 33.674
1 ALGA0001330 15672580 29.371 24.872 33.87
1 WU_10.2_1_17814892 15709877 29.4355 24.896 33.975
1 DRGA0000179 15728667 29.4475 24.896 33.999
1 H3GA0000945 15746522 29.4705 24.907 34.034
1 ALGA0001335 15761707 29.5335 24.939 34.128
1 M1GA0000808 15778035 29.631 25.029 34.233
1 ALGA0001340 15792939 29.6895 25.091 34.288
1 H3GA0000953 15817171 29.844 25.189 34.499
1 ALGA0001347 15864139 30.0025 25.279 34.726
1 WU_10.2_1_18015763 15886878 30.069 25.291 34.847
1 WU_10.2_1_18040739 15911794 30.2535 25.338 35.169
1 WU_10.2_1_18065293 15936137 30.312 25.373 35.251
1 ASGA0001360 15961780 30.3765 25.385 35.368
1 WU_10.2_1_18146139 15970425 30.462 25.4 35.524
1 WU_10.2_1_18186354 16010525 30.595 25.478 35.712
1 H3GA0000957 16020811 30.6125 25.49 35.735
1 H3GA0000960 16054407 30.624 25.49 35.758
1 WU_10.2_1_18376642 16066203 30.63 25.494 35.766
1 MARC0028295 16113596 30.841 25.709 35.973
1 WU_10.2_1_18527521 16148102 30.851 25.709 35.993
1 H3GA0000965 16181886 30.945 25.776 36.114
1 WU_10.2_1_18445459 16230104 31.111 25.956 36.266
1 H3GA0000976 16299805 31.2575 26.069 36.446
1 ASGA0001376 16322519 31.312 26.108 36.516
1 H3GA0000982 16355299 31.8245 26.552 37.097
1 DIAS0001671 16366131 31.85 26.587 37.113
1 WU_10.2_1_18721969 16417185 31.8715 26.599 37.144
1 WU_10.2_1_18784267 16464127 31.9355 26.661 37.21
1 ASGA0001391 16498257 32.1665 26.857 37.476
1 ASGA0001394 16520465 32.3735 26.962 37.785
1 WU_10.2_1_18873081 16553896 32.3935 26.97 37.817
1 ASGA0001396 16609766 32.475 26.989 37.961
1 H3GA0000987 16676665 32.483 26.993 37.973
1 M1GA0000819 16698688 32.5145 27.017 38.012
1 ALGA0001393 16723963 32.6275 27.04 38.215
1 WU_10.2_1_19219296 16764782 32.6295 27.04 38.219
1 DRGA0000182 16775912 32.7075 27.071 38.344
1 H3GA0001002 16798460 32.768 27.114 38.422
1 WU_10.2_1_19267819 16813302 33.034 27.419 38.649
1 ALGA0109024 16843534 33.1195 27.466 38.773
1 ASGA0001422 16858089 33.1215 27.466 38.777
1 ALGA0001410 16890642 33.1255 27.466 38.785
1 ASGA0001418 16903857 33.1275 27.466 38.789
1 DRGA0000183 16960586 33.139 27.477 38.801
1 H3GA0001012 17018073 33.1705 27.497 38.844
1 H3GA0001013 17029609 33.217 27.551 38.883
1 WU_10.2_1_19493503 17050579 33.221 27.555 38.887
1 WU_10.2_1_19533398 17090527 33.2285 27.559 38.898
1 ASGA0097745 17142254 33.2795 27.59 38.969
1 WU_10.2_1_19638474 17171831 33.2795 27.59 38.969
1 MARC0043586 17201571 33.3415 27.668 39.015
1 ALGA0001449 17410567 33.3495 27.676 39.023
1 ASGA0001459 17450276 33.373 27.688 39.058
1 ASGA0001464 17482116 33.3945 27.7 39.089
1 ALGA0124174 17524787 33.4005 27.7 39.101
1 ASGA0087300 17535213 33.4315 27.719 39.144
1 MARC0030993 17549870 33.502 27.762 39.242
1 M1GA0000832 17624789 33.5955 27.793 39.398
1 ASGA0001482 17650296 33.625 27.813 39.437
1 ASGA0001489 17702032 33.6285 27.816 39.441
1 WU_10.2_1_19925632 17748224 33.736 27.914 39.558
1 ALGA0001488 17751881 33.759 27.941 39.577
1 H3GA0001055 17758420 33.8 27.984 39.616
1 ALGA0001499 17784024 33.8175 27.984 39.651
1 ASGA0001497 17806139 33.8175 27.984 39.651
1 WU_10.2_1_19988193 17810745 33.859 28.039 39.679
1 MARC0043498 17890582 34.0185 28.265 39.772
1 WU_10.2_1_20111707 17916537 34.0365 28.281 39.792
1 ALGA0107505 17941226 34.173 28.464 39.882
1 ALGA0109219 17952184 34.59 29.009 40.171
1 WU_10.2_1_20172977 17977798 34.8045 29.228 40.381
1 WU_10.2_1_20198475 18003297 34.816 29.247 40.385
1 WU_10.2_1_20223051 18027872 34.82 29.247 40.393
1 WU_10.2_1_20253491 18058312 34.822 29.251 40.393
1 ALGA0108048 18079474 34.867 29.298 40.436
1 WU_10.2_1_20295677 18100499 34.9755 29.422 40.529
1 WU_10.2_1_20322589 18127411 35.079 29.508 40.65
1 WU_10.2_1_20347442 18152261 35.091 29.508 40.674
1 H3GA0001062 18169229 35.091 29.508 40.674
1 ASGA0001502 18190105 35.1205 29.528 40.713
1 WU_10.2_1_20424675 18194929 35.1435 29.563 40.724
1 WU_10.2_1_20408505 18211099 35.2115 29.652 40.771
1 MARC0035391 18266607 35.4185 29.941 40.896
1 H3GA0001064 18287551 35.5135 30.081 40.946
1 MARC0061367 18312131 35.5135 30.081 40.946
1 WU_10.2_1_20559479 18365371 35.5155 30.085 40.946
1 INRA0001010 18383184 35.5335 30.097 40.97
1 ASGA0001507 18411851 35.5855 30.182 40.989
1 WU_10.2_1_20638614 18445473 35.5855 30.182 40.989
1 WU_10.2_1_20646252 18453112 35.605 30.198 41.012
1 INRA0001017 18479828 35.605 30.198 41.012
1 ALGA0001514 18529587 35.607 30.198 41.016
1 WU_10.2_1_20748169 18554829 35.7705 30.412 41.129
1 WU_10.2_1_20762549 18569207 35.7705 30.412 41.129
1 WU_10.2_1_20789276 18595929 35.796 30.432 41.16
1 ALGA0001516 18614836 35.8 30.436 41.164
1 H3GA0001067 18748259 35.936 30.599 41.273
1 ASGA0001512 18781514 35.9675 30.619 41.316
1 H3GA0001069 18803004 35.9675 30.619 41.316
1 MARC0090401 18824078 35.9815 30.631 41.332
1 WU_10.2_1_21139113 18895225 36.063 30.743 41.383
1 WU_10.2_1_21157783 18913902 36.065 30.747 41.383
1 INRA0001043 18944781 36.297 31.071 41.523
1 ASGA0001531 18966040 36.297 31.071 41.523
1 H3GA0001078 18999199 36.297 31.071 41.523
1 WU_10.2_1_21255613 19011707 36.346 31.161 41.531
1 ALGA0001556 19036620 36.4155 31.258 41.573
1 WU_10.2_1_21295161 19051254 36.527 31.414 41.64
1 MARC0063042 19075405 36.527 31.414 41.64
1 ALGA0001529 19123345 36.5655 31.484 41.647
1 MARC0024656 19141122 36.702 31.718 41.686
1 WU_10.2_1_21361949 19191119 36.702 31.718 41.686
1 WU_10.2_1_21473869 19228456 37.05 32.246 41.854
1 WU_10.2_1_21511557 19266140 37.095 32.332 41.858
1 ALGA0001557 19330798 37.1085 32.351 41.866
1 ALGA0001559 19347989 37.1145 32.359 41.87
1 WU_10.2_1_21646953 19401485 37.1375 32.39 41.885
1 DRGA0000202 19431800 37.159 32.425 41.893
1 WU_10.2_1_21733680 19488194 37.1805 32.464 41.897
1 WU_10.2_1_21759701 19515989 37.1845 32.468 41.901
1 DRGA0000203 19542020 37.2465 32.565 41.928
1 WU_10.2_1_21855691 19611973 37.2795 32.6 41.959
1 ASGA0001543 19655576 37.2795 32.6 41.959
1 WU_10.2_1_21935115 19691400 37.2815 32.6 41.963
1 WU_10.2_1_21973411 19729697 37.311 32.643 41.979
1 ASGA0001556 19799154 37.354 32.69 42.018
1 ALGA0001580 19813142 37.379 32.721 42.037
1 DRGA0000210 19838477 37.4295 32.795 42.064
1 H3GA0001085 19864841 37.4355 32.799 42.072
1 MARC0007613 19950656 37.49 32.861 42.119
1 ALGA0001565 19979554 37.5035 32.877 42.13
1 ALGA0114236 20071731 37.521 32.904 42.138
1 ALGA0118952 20071928 37.521 32.904 42.138
1 ASGA0104736 20072414 37.521 32.904 42.138
1 WU_10.2_1_22349097 20097651 37.535 32.912 42.158
1 WU_10.2_1_22323921 20122825 37.5635 32.958 42.169
1 ALGA0122320 20147911 37.5635 32.958 42.169
1 WU_10.2_1_22430678 20181675 37.5675 32.962 42.173
1 ALGA0107609 20223407 37.5675 32.962 42.173
1 ALGA0104320 20237003 37.5695 32.962 42.177
1 ASGA0094670 20237912 37.5695 32.962 42.177
1 WU_10.2_1_22537047 20270047 37.5695 32.962 42.177
1 WU_10.2_1_22563472 20296465 37.5755 32.962 42.189
1 WU_10.2_1_22621171 20353713 37.5775 32.962 42.193
1 WU_10.2_1_22625862 20358391 37.5775 32.962 42.193
1 WU_10.2_1_22699231 20370446 37.585 32.97 42.2
1 MARC0002374 20401835 37.585 32.97 42.2
1 ASGA0102681 20441130 37.62 33.036 42.204
1 ALGA0109325 20454837 37.624 33.044 42.204
1 WU_10.2_1_22940694 20455338 37.7195 33.188 42.251
1 ASGA0093046 20461113 37.7565 33.25 42.263
1 MARC0097056 20482714 37.7645 33.262 42.267
1 ALGA0123238 20508013 37.7645 33.262 42.267
1 H3GA0054791 20556829 37.7795 33.285 42.274
1 MARC0073321 20563441 37.7795 33.285 42.274
1 WU_10.2_1_23075428 20590670 37.873 33.398 42.348
1 DRGA0017477 20615801 37.9885 33.597 42.38
1 MARC0041365 20806892 38.0095 33.632 42.387
1 H3GA0001089 20837133 38.0115 33.632 42.391
1 ALGA0001597 20859637 38.049 33.691 42.407
1 H3GA0001090 20887221 38.0585 33.71 42.407
1 WU_10.2_1_23252012 20898763 38.0585 33.71 42.407
1 ALGA0001593 20937207 38.1075 33.761 42.454
1 WU_10.2_1_23325153 20975916 38.1325 33.792 42.473
1 ALGA0001611 21026564 38.2905 33.932 42.649
1 WU_10.2_1_23410730 21060443 38.292 33.932 42.652
1 ALGA0001620 21090617 38.3115 33.959 42.664
1 ASGA0001569 21112729 38.3235 33.979 42.668
1 ASGA0001571 21144846 38.3545 34.006 42.703
1 WU_10.2_1_23566682 21229613 38.3645 34.018 42.711
1 DRGA0000220 21244650 38.3645 34.018 42.711
1 WU_10.2_1_23638601 21301526 38.5555 34.209 42.902
1 WU_10.2_1_23678520 21341446 38.5595 34.213 42.906
1 DRGA0000223 21395656 38.717 34.4 43.034
1 WU_10.2_1_23807348 21427948 38.7205 34.407 43.034
1 WU_10.2_1_23980647 21455638 38.8535 34.552 43.155
1 H3GA0001101 21470271 38.877 34.579 43.175
1 ALGA0001640 21550279 39.1595 34.809 43.51
1 ASGA0001590 21625129 39.1595 34.809 43.51
1 ALGA0001654 21677172 39.1595 34.809 43.51
1 ASGA0001604 21717614 39.1595 34.809 43.51
1 ALGA0001663 21750288 39.187 34.821 43.553
1 ALGA0001666 21792582 39.358 35.054 43.662
1 ALGA0001667 21814570 39.358 35.054 43.662
1 ASGA0001606 21851691 39.3895 35.113 43.666
1 ALGA0001672 21897120 39.3895 35.113 43.666
1 ALGA0001673 21931471 39.446 35.171 43.721
1 ALGA0001678 21957037 39.518 35.237 43.799
1 WU_10.2_1_24417680 21962172 39.5255 35.241 43.81
1 ASGA0001612 21980525 39.5785 35.292 43.865
1 ALGA0001686 21999344 39.641 35.374 43.908
1 ASGA0001618 22025895 39.6525 35.374 43.931
1 WU_10.2_1_24537768 22081346 39.738 35.436 44.04
1 DRGA0000234 22113994 40.16 35.999 44.321
1 DRGA0000235 22146808 40.1875 36.023 44.352
1 ASGA0001624 22171273 40.238 36.054 44.422
1 ALGA0001701 22202227 40.533 36.433 44.633
1 DRGA0000239 22254152 40.757 36.588 44.926
1 WU_10.2_1_24786834 22280467 40.7825 36.604 44.961
1 ASGA0099363 22292508 40.7825 36.604 44.961
1 MARC0034292 22315948 40.8075 36.627 44.988
1 ALGA0001708 22360611 40.8975 36.725 45.07
1 ASGA0001633 22443553 41.014 36.849 45.179
1 MARC0018818 22453227 41.0785 36.877 45.28
1 DRGA0000248 22658363 41.1775 36.997 45.358
1 ASGA0001642 22728315 41.224 37.04 45.408
1 ALGA0001726 22794656 41.234 37.048 45.42
1 MARC0032578 22803452 41.24 37.052 45.428
1 DRGA0000252 22829115 41.248 37.064 45.432
1 ALGA0001735 22853943 41.248 37.064 45.432
1 DRGA0000255 22921945 41.2865 37.114 45.459
1 ASGA0089858 22945118 41.2985 37.122 45.475
1 ALGA0001738 22995675 41.304 37.126 45.482
1 MARC0005741 23010961 41.304 37.126 45.482
1 ALGA0001739 23025145 41.304 37.126 45.482
1 DRGA0000265 23100880 41.3135 37.145 45.482
1 ALGA0001746 23143307 41.3135 37.145 45.482
1 WU_10.2_1_25984481 23156922 41.349 37.192 45.506
1 DRGA0000266 23215983 41.349 37.192 45.506
1 DRGA0000268 23238111 41.349 37.192 45.506
1 ALGA0001751 23294702 41.351 37.196 45.506
1 MARC0061305 23317212 41.351 37.196 45.506
1 DRGA0000276 23533777 41.3665 37.223 45.51
1 DRGA0000277 23571325 41.3665 37.223 45.51
1 ALGA0001757 23632721 41.3665 37.223 45.51
1 DRGA0000280 23663870 41.3665 37.223 45.51
1 H3GA0001138 23690032 41.378 37.243 45.513
1 ALGA0001758 23708840 41.3795 37.246 45.513
1 INRA0001167 23720524 41.3875 37.254 45.521
1 M1GA0000866 23753955 41.3895 37.254 45.525
1 ALGA0001762 23841955 41.3915 37.258 45.525
1 DRGA0000286 23853212 41.3975 37.27 45.525
1 DRGA0000287 23868598 41.3975 37.27 45.525
1 ALGA0001764 23888629 41.4035 37.274 45.533
1 DRGA0000284 23914711 41.4035 37.274 45.533
1 WU_10.2_1_26735780 23924870 41.4055 37.274 45.537
1 ALGA0001766 23976580 41.4075 37.274 45.541
1 H3GA0001140 24055884 41.4115 37.278 45.545
1 WU_10.2_1_27141430 24091493 41.4115 37.278 45.545
1 H3GA0001142 24114687 41.452 37.336 45.568
1 WU_10.2_1_27210848 24160760 41.462 37.352 45.572
1 ASGA0001657 24192361 41.462 37.352 45.572
1 DRGA0000293 24283182 41.462 37.352 45.572
1 WU_10.2_1_27463305 24350891 41.462 37.352 45.572
1 DRGA0000296 24357399 41.462 37.352 45.572
1 DRGA0000298 24374340 41.462 37.352 45.572
1 ALGA0001781 24412234 41.4675 37.359 45.576
1 ALGA0001790 24460535 41.4695 37.363 45.576
1 CASI0009793 24473717 41.4715 37.367 45.576
1 H3GA0001144 24499758 41.487 37.387 45.587
1 WU_10.2_1_27672943 24560520 41.5105 37.41 45.611
1 WU_10.2_1_27727382 24614943 41.569 37.488 45.65
1 MARC0025847 24686969 41.596 37.515 45.677
1 WU_10.2_1_28000562 24862984 41.631 37.538 45.724
1 ALGA0001796 24906797 41.639 37.55 45.728
1 WU_10.2_1_28139530 24996225 41.641 37.554 45.728
1 WU_10.2_1_28271459 25128360 41.666 37.577 45.755
1 ALGA0001802 25161879 41.73 37.62 45.84
1 INRA0001186 25229520 41.7615 37.636 45.887
1 ALGA0122990 25275325 41.767 37.639 45.895
1 DIAS0004367 25284574 41.767 37.639 45.895
1 WU_10.2_1_28518207 25317840 41.769 37.639 45.899
1 H3GA0001153 25449028 41.7865 37.647 45.926
1 H3GA0001156 25474797 41.7985 37.655 45.942
1 MARC0064190 25480655 41.81 37.663 45.957
1 DIAS0002722 25558722 41.816 37.663 45.969
1 ALGA0001818 25578664 41.8625 37.698 46.027
1 DIAS0000754 25592979 41.882 37.702 46.062
1 INRA0001220 25618647 42.0375 37.904 46.171
1 DRGA0000319 25637962 42.0415 37.904 46.179
1 ASGA0001701 25744071 42.071 37.936 46.206
1 ALGA0001840 25770594 42.149 37.986 46.312
1 WU_10.2_1_28941910 25806811 42.1585 37.986 46.331
1 WU_10.2_1_28985993 25852631 42.1645 37.99 46.339
1 ALGA0001854 25893634 42.2445 38.033 46.456
1 ASGA0001719 25948260 42.3025 38.048 46.557
1 ASGA0001721 25977102 42.3145 38.056 46.573
1 H3GA0001174 26068717 42.4975 38.169 46.826
1 DRGA0000334 26082829 42.4995 38.169 46.83
1 ASGA0001735 26117154 42.5115 38.177 46.846
1 H3GA0001175 26132238 42.517 38.177 46.857
1 WU_10.2_1_29330685 26181399 42.525 38.181 46.869
1 ASGA0001744 26185686 42.529 38.185 46.873
1 WU_10.2_1_29573629 26201403 42.675 38.278 47.072
1 WU_10.2_1_29472184 26217095 42.675 38.278 47.072
1 WU_10.2_1_29501954 26247570 42.78 38.356 47.204
1 ASGA0001746 26284688 43.024 38.551 47.497
1 WU_10.2_1_29464181 26307432 43.0395 38.574 47.505
1 DIAS0002980 26316436 43.0475 38.59 47.505
1 ASGA0001755 26364113 43.2715 38.851 47.692
1 ALGA0001896 26395321 43.531 38.964 48.098
1 DRGA0000343 26423644 43.535 38.972 48.098
1 ASGA0001753 26476427 43.543 38.984 48.102
1 ALGA0108847 26482097 43.5775 38.999 48.156
1 H3GA0001189 26505944 43.5795 38.999 48.16
1 ASGA0099725 26509868 43.5795 38.999 48.16
1 ASGA0001772 26540376 43.5815 38.999 48.164
1 ALGA0001908 26593023 43.601 39.007 48.195
1 MARC0051884 26601149 43.605 39.007 48.203
1 ALGA0001915 26625743 43.605 39.007 48.203
1 ASGA0001774 26631978 43.613 39.007 48.219
1 WU_10.2_1_30004002 26651211 43.6265 39.019 48.234
1 INRA0001270 26681941 43.6265 39.019 48.234
1 DRGA0000347 26707158 43.6305 39.023 48.238
1 ALGA0001920 26727656 43.646 39.034 48.258
1 WU_10.2_1_30099491 26746701 43.646 39.034 48.258
1 ALGA0001926 26771622 43.646 39.034 48.258
1 H3GA0001203 26792842 43.681 39.046 48.316
1 ALGA0108388 26823253 43.7125 39.054 48.371
1 WU_10.2_1_30235920 26885566 43.8135 39.147 48.48
1 ALGA0001936 26904581 43.8135 39.147 48.48
1 ALGA0001940 26926564 43.821 39.151 48.491
1 ALGA0001942 26948264 44.0065 39.268 48.745
1 ASGA0001802 26960262 44.0105 39.272 48.749
1 ALGA0001951 26987037 44.059 39.291 48.827
1 WU_10.2_1_30357467 27007021 44.0605 39.291 48.83
1 ALGA0001958 27032086 44.1075 39.326 48.889
1 WU_10.2_1_30404143 27052952 44.1525 39.342 48.963
1 ALGA0001967 27098017 44.222 39.392 49.052
1 WU_10.2_1_30516567 27123079 44.4445 39.521 49.368
1 H3GA0001212 27147982 44.4545 39.521 49.388
1 WU_10.2_1_30564344 27174673 44.468 39.533 49.403
1 INRA0001285 27186456 44.5945 39.63 49.559
1 WU_10.2_1_30655408 27233801 44.7875 39.786 49.789
1 M1GA0000883 27248937 44.811 39.817 49.805
1 ASGA0001819 27251841 44.844 39.836 49.852
1 MARC0112693 27336844 44.949 39.93 49.968
1 H3GA0001223 27346475 44.951 39.93 49.972
1 ASGA0001838 27358567 44.9745 39.938 50.011
1 H3GA0001217 27386456 45.066 39.98 50.152
1 DRGA0000364 27449330 45.0735 39.984 50.163
1 ALGA0124106 27508441 45.0855 39.996 50.175
1 ASGA0096616 27528957 45.103 40.027 50.179
1 ALGA0106992 27550386 45.1185 40.039 50.198
1 ASGA0094502 27566388 45.1185 40.039 50.198
1 ASGA0001842 27620041 45.177 40.097 50.257
1 ALGA0116591 27626241 45.177 40.097 50.257
1 WU_10.2_1_31062233 27650304 45.2275 40.14 50.315
1 MARC0053321 27673421 45.2585 40.179 50.338
1 MARC0105202 27703116 45.2605 40.183 50.338
1 WU_10.2_1_31137175 27726561 45.2625 40.183 50.342
1 H3GA0001228 27750374 45.2625 40.183 50.342
1 MARC0034351 27753913 45.2625 40.183 50.342
1 ASGA0085617 27755201 45.2625 40.183 50.342
1 WU_10.2_1_31192962 27760208 45.2625 40.183 50.342
1 ALGA0002020 27797056 45.2625 40.183 50.342
1 ALGA0002013 27828143 45.2645 40.187 50.342
1 WU_10.2_1_31309038 27837950 45.2665 40.187 50.346
1 WU_10.2_1_31551522 27842664 45.2685 40.187 50.35
1 M1GA0000885 27871723 45.2705 40.187 50.354
1 WU_10.2_1_31493092 27900732 45.2725 40.191 50.354
1 WU_10.2_1_31438034 27954815 45.2765 40.191 50.362
1 WU_10.2_1_31363404 28029760 45.2975 40.21 50.385
1 ALGA0002050 28182468 45.3015 40.214 50.389
1 ASGA0001873 28270187 45.313 40.218 50.408
1 MARC0016585 28299164 45.319 40.222 50.416
1 H3GA0001247 28394516 45.3265 40.229 50.424
1 ASGA0001879 28423963 45.3465 40.261 50.432
1 WU_10.2_1_31870838 28446651 45.3525 40.265 50.44
1 DRGA0000387 28468813 45.3525 40.265 50.44
1 ALGA0002083 28508020 45.354 40.268 50.44
1 DRGA0000392 28539850 45.354 40.268 50.44
1 DRGA0000394 28568253 45.354 40.268 50.44
1 WU_10.2_1_32072428 28589742 45.3575 40.272 50.443
1 ALGA0002094 28614842 45.3615 40.276 50.447
1 WU_10.2_1_32130380 28646625 45.3635 40.276 50.451
1 H3GA0001255 28683128 45.405 40.3 50.51
1 ASGA0001899 28708145 45.424 40.319 50.529
1 ALGA0002105 28721625 45.434 40.327 50.541
1 MARC0088758 28754939 45.4905 40.362 50.619
1 ASGA0001911 28772718 45.5175 40.366 50.669
1 ASGA0001909 28799513 45.572 40.397 50.747
1 DRGA0000400 28832511 45.634 40.463 50.805
1 WU_10.2_1_32369679 28878661 45.6945 40.506 50.883
1 MARC0034894 28912679 45.747 40.576 50.918
1 ALGA0002123 28949254 45.749 40.576 50.922
1 DIAS0002234 29042621 45.7915 40.599 50.984
1 ASGA0001918 29063748 45.7955 40.599 50.992
1 ALGA0002134 29089809 45.821 40.607 51.035
1 H3GA0001269 29114982 45.856 40.646 51.066
1 H3GA0001272 29134028 45.936 40.693 51.179
1 M1GA0000899 29148532 45.942 40.693 51.191
1 MARC0113507 29196302 45.944 40.693 51.195
1 ALGA0002166 29291463 46.0955 40.778 51.413
1 ALGA0002174 29314741 46.127 40.79 51.464
1 WU_10.2_1_32824706 29337583 46.1855 40.798 51.573
1 MARC0063319 29360247 46.2885 40.864 51.713
1 WU_10.2_1_32902685 29411561 46.2965 40.876 51.717
1 WU_10.2_1_32937333 29483994 46.37 40.918 51.822
1 ALGA0002190 29516197 46.536 41.082 51.99
1 ASGA0001965 29527614 46.569 41.094 52.044
1 ALGA0002193 29565977 46.571 41.094 52.048
1 ALGA0002197 29582215 46.5925 41.102 52.083
1 ALGA0002199 29604700 46.614 41.102 52.126
1 DRGA0000417 29619798 46.631 41.105 52.157
1 MARC0019969 29662167 46.6835 41.113 52.254
1 WU_10.2_1_33149902 29695527 46.6835 41.113 52.254
1 MARC0088139 29754066 46.709 41.113 52.305
1 ASGA0098614 29878583 46.8065 41.164 52.449
1 WU_10.2_1_33420369 29917818 46.8765 41.191 52.562
1 ASGA0001988 29938328 46.96 41.261 52.659
1 H3GA0001306 29959197 46.984 41.281 52.687
1 DRGA0000426 29986929 47.143 41.436 52.85
1 ALGA0002230 29999664 47.1645 41.452 52.877
1 ALGA0002231 30011262 47.2855 41.573 52.998
1 ALGA0002219 30045689 47.2875 41.573 53.002
1 ASGA0001985 30078541 47.365 41.654 53.076
1 MARC0092631 30092782 47.66 41.869 53.451
1 INRA0001515 30217614 47.7495 41.994 53.505
1 H3GA0001315 30232849 47.7495 41.994 53.505
1 INRA0001523 30279260 47.8725 42.064 53.681
1 ALGA0002244 30303967 48.1435 42.286 54.001
1 ALGA0002249 30346083 48.1515 42.298 54.005
1 ALGA0002259 30379857 48.1585 42.305 54.012
1 MARC0022141 30427814 48.223 42.371 54.075
1 DRGA0000439 30456989 48.25 42.375 54.125
1 ALGA0002266 30472344 48.373 42.445 54.301
1 ALGA0002268 30500551 48.377 42.445 54.309
1 DRGA0000441 30517069 48.447 42.496 54.398
1 MARC0046194 30541953 48.49 42.551 54.429
1 ALGA0002273 30564821 48.4915 42.554 54.429
1 ASGA0002034 30605825 48.691 42.734 54.648
1 ALGA0002281 30636205 48.691 42.734 54.648
1 ASGA0002040 30709317 48.716 42.769 54.663
1 H3GA0001332 30782016 48.9695 43.054 54.885
1 ALGA0002292 30794488 48.9715 43.054 54.889
1 ASGA0002046 30816637 49.098 43.194 55.002
